"CCG Comments","CMU","FY","Last Stage Reached","Project Assessed","Project ID","Project Name","Vertical","Approval Date","Approval Step","CO Team Lead","Could count for more adaptation","Could count for more mitigation","Country","FY Probability","GP","Lending Instrument","Potential (Y/N)","Practice Manager Name","Region","Requesting Cost Center Code","Responsible Cost Center Code","Responsible Cost Center Name","Team Lead Name","Project compliant with CDRS requirement?","CI: Climate indicator included?","CI: Name of Climate Indicator","CI: Project compliant with CI requirement?","GHG: Applicable to operation","GHG: GHG lifetime","GHG: Gross Emissions  (tCO2e, lifetime)","GHG: Net Emissions (annual average, tCO2e/year)","GHG: Net Emissions (economic lifetime, tCO2e)","GHG: Status of data","% (Climate Co-Benefits Over Total IDA/IBRD Commitment)","Net IDA/IBRD Adaptation ($M)","Net IDA/IBRD Mitigation ($M)","Total IDA/IBRD Climate Co-Benefits ($M)","% (IBRD Climate Co-Benefits Over Total IBRD Commitment)","% (IDA Climate Co-Benefits Over Total IDA Commitment)","Net IBRD Adaptation ($M)","IBRD Climate Co-Benefits ($M)","Net IBRD Mitigation ($M)","Net IDA Adaptation ($M)","IDA Climate Co-Benefits ($M)","Net IDA Mitigation ($M)","IBRD Commitment ($M)","IDA Commitment ($M)","Total IDA/IBRD Commitment ($M)","Gross IDA/IBRD Adaptation ($M)","Gross IDA/IBRD Mitigation ($M)","Dual Benefit Finance ($M)"
NA,"ECCEE-ECA","FY14","","Assessed","P146194","Biomass District Heating","Infrastructure",NA,"A","000449420 | Irina Voitekhovitch ~",0,0,"Belarus","","Energy and Extractives","Investment","No","Stephanie Gil","ECA","ECCEE","IECEE","Infrastructure - ECA Energy","Irina Voitekhovitch","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",0,90,90,"100.000","  NA",0,90,90,0,0,0,90,0,90,NA,NA,NA
NA,"ECCEE-ECA","FY13","","Assessed","P127156","SECOND ROAD & SAFETY IMPROVEMENT PROJ.","Infrastructure",NA,"A","000440783 | Yevhen Bulakh ~ 000321027 | Dominic Pasquale Patella",0,0,"Ukraine","","Transport and Digital Development","Investment","No","Shomik Raj Mehndiratta","ECA","ECCEE","IECTR","Infrastructure - ECA Transport","Yevhen Bulakh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,450,0,450,NA,NA,NA
NA,"ECCEE-ECA","FY13","","Assessed","P133442","Additional Financing Energy Efficiency","Infrastructure",NA,"A","000079842 | Pekka Kalevi Salminen ~",0,0,"Belarus","","Energy and Extractives","Investment","No","Stephanie Gil","ECA","ECCEE","IECEE","Infrastructure - ECA Energy","Pekka Kalevi Salminen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",0,90,90,"100.000","  NA",0,90,90,0,0,0,90,0,90,NA,NA,NA
NA,"ECCEE-ECA","FY11","","Assessed","P096586","UA - ENERGY EFFICIENCY","Infrastructure",NA,"A","000302073 | Dmytro Glazkov ~",0,0,"Ukraine","","Energy and Extractives","Investment","No","Stephanie Gil","ECA","ECCEE","IECEE","Infrastructure - ECA Energy","Dmytro Glazkov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",0,200,200,"100.000","  NA",0,200,200,0,0,0,200,0,200,NA,NA,NA
NA,"ECCEE-ECA","FY11","","Assessed","P118375","ROAD UPGRADE & MODERN","Infrastructure",NA,"A","000171418 | Simon David Ellis ~ 000296116 | Nijat Valiyev",0,0,"Belarus","","Transport and Digital Development","Investment","No","Shomik Raj Mehndiratta","ECA","ECCEE","IECTR","Infrastructure - ECA Transport","Simon David Ellis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,150,0,150,NA,NA,NA
NA,"ECCEE-ECA","FY11","","Assessed","P118376","POST-CHERNOBYL RECOVERY - ADDL FINANCING","Infrastructure",NA,"A","000079842 | Pekka Kalevi Salminen ~",0,0,"Belarus","","Energy and Extractives","Investment","No","Stephanie Gil","ECA","ECCEE","IECEE","Infrastructure - ECA Energy","Pekka Kalevi Salminen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",0,30,30,"100.000","  NA",0,30,30,0,0,0,30,0,30,NA,NA,NA
NA,"ECCEE-ECA","FY11","","Assessed","P121231","MOLDOVA eTRANSFORMATION","Infrastructure",NA,"A","000226354 | Sandra V. Sargent ~",0,0,"Moldova","","Transport and Digital Development","Investment","No","Isabel Neto","ECA","ECCEE","DCADU","Digital - ECA","Sandra V. Sargent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25.310",0,5.062,5.062,"  NA","25.310",0,0,0,0,5.062,5.062,0,20,20,NA,NA,NA
NA,"ECCEE-ECA","FY21","Bank Approved","Assessed","P176114","Improving Power System Resilience for European Power Grid Integration","Infrastructure","2021-06-30","A","000392469 | Dzenan Malovic ~ 000378589 | Roman Novikov",0,0,"Ukraine","Firm","Energy and Extractives","IPF","No","Stephanie Gil","ECA","ECCEE","IECEE","Infrastructure - ECA Energy","Dzenan Malovic","Yes","Yes","Reduced GHG emissions (tCO2)","Yes","Y","26","127,806","-124,721","-3,242,740","GHG data finalized","100.000",8.85,168.15,177,"100.000","  NA",8.85,177,168.15,0,0,0,177,0,177,NA,NA,NA
NA,"ECCEE-ECA","FY18","Bank Approved","Assessed","P156657","Moldova Education Reform Additional Financing","People","2018-02-16","A","000081868 | Andrea C. Guedes ~",0,0,"Moldova","Firm","Education","Investment","No","Rita Almeida","ECA","ECCEE","HECED","People - Education ECA","Andrea C. Guedes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,10,10,NA,NA,NA
NA,"ECCEE-ECA","FY20","Bank Approved","Assessed","P167790","Higher Education Project","People","2020-03-05","A","000187974 | Maria Magdalena Bendini ~",0,0,"Moldova","Firm","Education","Investment","No","Rita Almeida","ECA","ECCEE","HECED","People - Education ECA","Maria Magdalena Bendini","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.360",1.45,1.45,2.9,"  NA","7.360",0,0,0,1.45,2.9,1.45,0,39.4,39.4,NA,NA,NA
NA,"ECCEE-ECA","FY20","Bank Approved","Assessed","P167992","Belarus Higher Education Modernization Project","People","2020-05-20","A","000318747 | Tigran Shmis ~ 000345028 | Denis Nikolaev",0,0,"Belarus","Firm","Education","Investment","No","Rita Almeida","ECA","ECCEE","HECED","People - Education ECA","Tigran Shmis","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23.645",0,25.9857,25.9857,"23.645","  NA",0,25.9857,25.9857,0,0,0,109.9,0,109.9,NA,NA,NA
NA,"ECCEE-ECA","FY20","Bank Approved","Assessed","P170563","Additional Financing for Social Safety Nets Modernization Project","People","2020-04-30","A","000158436 | Kateryna Petryna ~ 000245036 | Nithin Umapathi",0,0,"Ukraine","Firm","Social Protection and Jobs","Investment","No","Paolo Belli","ECA","ECCEE","HECSP","People - SPT & Labor ECA","Kateryna Petryna","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.000",0,15,15,"10.000","  NA",0,15,15,0,0,0,150,0,150,NA,NA,NA
NA,"ECCEE-ECA","FY20","Bank Approved","Assessed","P170740","Additional Financing to Serving People, Improving Health Project","People","2020-04-27","A","000371490 | Olena Doroshenko ~",0,0,"Ukraine","Firm","Health Nutrition and Population","Investment","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Olena Doroshenko","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.707",2.065,5.64,7.705,"5.707","  NA",2.065,7.705,5.64,0,0,0,135,0,135,NA,NA,NA
NA,"ECCEE-ECA","FY20","Bank Approved","Assessed","P173776","Moldova Emergency COVID-19 Response Project","People","2020-04-24","A","000371490 | Olena Doroshenko ~ 000540457 | Akiko Kitamura",0,0,"Moldova","Firm","Health Nutrition and Population","Investment","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Olena Doroshenko","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,57.9,57.9,NA,NA,NA
NA,"ECCEE-ECA","FY20","Bank Approved","Assessed","P173828","Belarus Emergency COVID-19 Response Project","People","2020-05-21","A","000276137 | Elvira Anadolu ~",0,0,"Belarus","Firm","Health Nutrition and Population","Investment","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Elvira Anadolu","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,98.5,0,98.5,NA,NA,NA
NA,"ECCEE-ECA","FY19","Bank Approved","Assessed","P166719","Belarus Education Modernization Project - Additional Financing","People","2019-04-18","A","000318747 | Tigran Shmis ~",0,0,"Belarus","Firm","Education","Investment","No","Rita Almeida","ECA","ECCEE","HECED","People - Education ECA","Tigran Shmis","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15.070",7.67,7.67,15.34,"15.070","  NA",7.67,15.34,7.67,0,0,0,101.794984,0,101.794984,NA,NA,NA
NA,"ECCEE-ECA","FY17","Bank Approved","Assessed","P156778","Health System Modernization Project","People","2016-11-18","A","000276137 | Elvira Anadolu ~",0,0,"Belarus","Firm","Health Nutrition and Population","Investment","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Elvira Anadolu","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,125,0,125,NA,NA,NA
NA,"ECCEE-ECA","FY16","","Assessed","P148181","Belarus Education Modernization Project","People","2015-09-17","A","000318747 | Tigran Shmis ~",0,0,"Belarus","","Education","Investment","No","Rita Almeida","ECA","ECCEE","HECED","People - Education ECA","Tigran Shmis","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,50,0,50,NA,NA,NA
NA,"ECCEE-ECA","FY15","","Assessed","P128344","UA SSN MOD","People",NA,"A","000158436 | Kateryna Petryna ~",0,0,"Ukraine","","Social Protection and Jobs","Investment","No","Paolo Belli","ECA","ECCEE","HECSP","People - SPT & Labor ECA","Kateryna Petryna","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,300,0,300,NA,NA,NA
NA,"ECCEE-ECA","FY15","","Assessed","P144893","Serving People, Improving Health Project","People",NA,"A","000276137 | Elvira Anadolu ~",0,0,"Ukraine","","Health Nutrition and Population","Investment","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Elvira Anadolu","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,214.73,0,214.73,NA,NA,NA
NA,"ECCEE-ECA","FY14","","Assessed","P144892","Moldova Health Transformation Project","People",NA,"A","000371490 | Olena Doroshenko ~ 000502000 | Volkan Cetinkaya ~ 000314307 | Adrien Arnoux Dozol ~",0,0,"Moldova","","Health Nutrition and Population","PforR","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Olena Doroshenko","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,30.8,30.8,NA,NA,NA
NA,"ECCEE-ECA","FY13","","Assessed","P127388","EDUCATION REFORM","People",NA,"A","000363824 | Anna Olefir ~",0,0,"Moldova","","Education","Investment","No","Rita Almeida","ECA","ECCEE","HECED","People - Education ECA","Anna Olefir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,40,40,NA,NA,NA
NA,"ECCEE-ECA","FY12","","Assessed","P125719","HEALTH AF","People",NA,"A","000187618 | Paolo Belli ~",0,0,"Moldova","","Health Nutrition and Population","Investment","No","Daniel Dulitzky","ECA","ECCEE","GHNDR-HIS","HIS-Health, Nutr & Population - GP","Paolo Belli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85.560",0,8.72712,8.72712,"  NA","85.560",0,0,0,0,8.72712,8.72712,0,10.2,10.2,NA,NA,NA
NA,"ECCEE-ECA","FY12","","Assessed","P129552","Quality Education in Rural Moldova AF","People",NA,"A","000363824 | Anna Olefir ~",0,0,"Moldova","","Education","Investment","No","","ECA","ECCEE","GEDDR-HIS","HIS-Education - GP","Anna Olefir",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,1,1,NA,NA,NA
NA,"ECCEE-ECA","FY11","","Assessed","P120913","Strengthen SSN - Results","People",NA,"A","000251433 | Yuliya Smolyar ~",0,0,"Moldova","","Social Protection and Jobs","Investment","No","Paolo Belli","ECA","ECCEE","HECSP","People - SPT & Labor ECA","Yuliya Smolyar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,37,37,NA,NA,NA
NA,"ECCEE-ECA","FY21","Bank Approved","Assessed","P171050","Ukraine Improving Higher Education for Results Project","People","2021-05-05","A","000465215 | Shiro Nakata ~ 000389413 | Enrique O. Alasino Massetti",0,0,"Ukraine","Firm","Education","IPF","No","Rita Almeida","ECA","ECCEE","HECED","People - Education ECA","Shiro Nakata","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"4.570",4.57,4.57,9.14,"4.570","  NA",4.57,9.14,4.57,0,0,0,200,0,200,NA,NA,NA
NA,"ECCEE-ECA","FY21","Bank Approved","Assessed","P174436","Second Additional Financing for COVID-19 Response under Social Safety Nets Modernization Project","People","2020-12-11","A","000158436 | Kateryna Petryna ~ 000245036 | Nithin Umapathi",0,0,"Ukraine","Firm","Social Protection and Jobs","IPF","No","Paolo Belli","ECA","ECCEE","HECSP","People - SPT & Labor ECA","Kateryna Petryna","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"5.000",0,15,15,"5.000","  NA",0,15,15,0,0,0,300,0,300,NA,NA,NA
NA,"ECCEE-ECA","FY21","Bank Approved","Assessed","P175816","Moldova Emergency COVID-19 Response Project - Additional Financing","People","2021-04-23","A","000471296 | Adanna Deborah Ugochi Chukwuma ~ 000502000 | Volkan Cetinkaya",0,0,"Moldova","Firm","Health Nutrition and Population","IPF","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Adanna Deborah Ugochi Chukwuma","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"6.333",0.95,0.95,1.9,"  NA","6.333",0,0,0,0.95,1.9,0.95,0,30,30,NA,NA,NA
NA,"ECCEE-ECA","FY21","Bank Approved","Assessed","P175895","Ukraine Emergency COVID-19 Response and Vaccination Project","People","2021-05-10","A","000171634 | Shuo Zhang ~",0,0,"Ukraine","Firm","Health Nutrition and Population","IPF","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Shuo Zhang","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"0.333",0,0.3,0.3,"0.333","  NA",0,0.3,0.3,0,0,0,90,0,90,NA,NA,NA
NA,"ECCEE-ECA","FY22","Bank Approved","Assessed","P177894","AF to Ukraine Emergency COVID-19 Response and Vaccination project","People","2021-12-10","A","000371490 | Olena Doroshenko ~",0,0,"Ukraine","Firm","Health Nutrition and Population","IPF","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Olena Doroshenko","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,150,0,150,NA,NA,NA
NA,"ECCEE-ECA","FY22","Bank Approved","Assessed","P178817","AF2 to Ukraine Emergency COVID-19 Response and Vaccination project","People","2022-03-07","A","000371490 | Olena Doroshenko ~",0,0,"Ukraine","Firm","Health Nutrition and Population","IPF","No","Rekha Menon","ECA","ECCEE","HECHN","People - HNP ECA","Olena Doroshenko","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,91.39174,0,91.39174,NA,NA,NA
NA,"ECCEE-ECA","FY18","Bank Approved","Assessed","P165121","Belarus Forestry Development Project - Additional Financing","Planet","2018-03-12","A","000180145 | Andrew Michael Mitchell ~ 000237699 | Vladislava I. Nemova",0,0,"Belarus","Firm","Environment Natural Resources and the Blue Economy","Investment","No","Gayane Minasyan","ECA","ECCEE","SCAEO","ECA ESF Ops Unit","Andrew Michael Mitchell","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",3.7225,11.1675,14.89,"100.000","  NA",3.7225,14.89,11.1675,0,0,0,14.89,0,14.89,NA,NA,NA
NA,"ECCEE-ECA","FY19","Bank Approved","Assessed","P161238","Land Registration and Property Valuation Project","Planet","2018-08-30","A","000310843 | Olivera Jordanovic ~",0,0,"Moldova","Firm","Social Urban Rural and Resilience","Investment","No","Peter D. Ellis","ECA","ECCEE","IECUR","Infrastructure - ECA Urban","Olivera Jordanovic","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16.714",5.85,0,5.85,"  NA","16.714",0,0,0,5.85,5.85,0,0,35,35,NA,NA,NA
NA,"ECCEE-ECA","FY19","Bank Approved","Assessed","P164260","Belarus Utility Efficiency and Quality Improvement Project","Planet","2019-06-14","A","000253071 | Stjepan Gabric ~ 000453204 | Silpa Kaza ~ 000113488 | Sanyu Lutalo ~",0,0,"Belarus","Firm","Water","Investment","No","Winston Yu","ECA","ECCEE","SCAWA","Water Europe and Central Asia","Stjepan Gabric","Yes",NA,NA,NA,"Y","25.00012757","1,749,944","-54,870","-1,371,757","GHG data finalized","61.000",20.03,41.58,61.61,"61.000","  NA",20.03,61.61,41.58,0,0,0,101,0,101,NA,NA,NA
NA,"ECCEE-ECA","FY19","Bank Approved","Assessed","P166941","Accelerating Private Investment in Agriculture Program","Planet","2019-05-24","A","000279904 | Sergiy Zorya ~",0,0,"Ukraine","Firm","Agriculture and Food","PforR","No","Holger A. Kray","ECA","ECCEE","SCAAG","Agriculture and Food PG ECA","Sergiy Zorya","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.450",21.3,19.6,40.9,"20.450","  NA",21.3,40.9,19.6,0,0,0,200,0,200,NA,NA,NA
NA,"ECCEE-ECA","FY17","Bank Approved","Assessed","P157765","Agriculture Competitiveness Project AF 2","Planet","2016-07-07","A","000108845 | Anatol Gobjila ~",0,0,"Moldova","Firm","Agriculture and Food","Investment","No","Holger A. Kray","ECA","ECCEE","SCAAG","Agriculture and Food PG ECA","Anatol Gobjila","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,10,10,NA,NA,NA
NA,"ECCEE-ECA","FY17","Begin Negotiation","Assessed","P155968","Climate Adaptation Project","Planet","2017-06-09","A","000088572 | John Bryant Collier ~ 000108845 | Anatol Gobjila",0,0,"Moldova","Firm","Environment Natural Resources and the Blue Economy","Investment","No","Gayane Minasyan","ECA","ECCEE","SCAEO","ECA ESF Ops Unit","John Bryant Collier","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",20.58,4.62,25.2,"100.000","100.000",10.11,12.4,2.29,10.47,12.8,2.33,12.4,12.8,25.2,NA,NA,NA
NA,"ECCEE-ECA","FY15","","Assessed","P147760","Belarus Forestry Development Project","Planet",NA,"A","000237699 | Vladislava I. Nemova ~ 000190150 | Madhavi M. Pillai",0,0,"Belarus","","Environment Natural Resources and the Blue Economy","Investment","No","Gayane Minasyan","ECA","ECCEE","SCAEO","ECA ESF Ops Unit","Vladislava I. Nemova","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",0,40.714,40.714,"100.000","  NA",0,40.714,40.714,0,0,0,40.714,0,40.714,NA,NA,NA
NA,"ECCEE-ECA","FY15","","Assessed","P148125","DCRMP Additional Financing","Planet",NA,"A","000108845 | Anatol Gobjila ~",0,0,"Moldova","","Social Urban Rural and Resilience","Investment","No","Peter D. Ellis","ECA","ECCEE","IECUR","Infrastructure - ECA Urban","Anatol Gobjila","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,2,2,NA,NA,NA
NA,"ECCEE-ECA","FY15","","Assessed","P154238","MACP Additional Financing","Planet",NA,"A","000108845 | Anatol Gobjila ~",0,0,"Moldova","","Agriculture and Food","Investment","No","Holger A. Kray","ECA","ECCEE","SCAAG","Agriculture and Food PG ECA","Anatol Gobjila","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,12,12,NA,NA,NA
NA,"ECCEE-ECA","FY14","","Assessed","P132386","Second Urban Infrastructure Proj (UIP2)","Planet",NA,"A","000253071 | Stjepan Gabric ~ 000344828 | Martin Benedikt Albrecht",0,0,"Ukraine","","Social Urban Rural and Resilience","Investment","No","Winston Yu","ECA","ECCEE","SCAWA","Water Europe and Central Asia","Stjepan Gabric","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,300,0,300,NA,NA,NA
NA,"ECCEE-ECA","FY14","","Assessed","P146493","BY WSSP - Additional Financing","Planet",NA,"A","000253071 | Stjepan Gabric ~",0,0,"Belarus","","Water","Investment","No","Winston Yu","ECA","ECCEE","SCAWA","Water Europe and Central Asia","Stjepan Gabric","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","  NA",0,0,0,0,0,0,90,0,90,NA,NA,NA
NA,"ECCEE-ECA","FY13","","Assessed","P143202","EMERGENCY AG SUPPORT","Planet",NA,"A","000108845 | Anatol Gobjila ~",0,0,"Moldova","","Agriculture and Food","Investment","No","Marianne Grosclaude","ECA","ECCEE","SAGDR","Planet - Agri & Food GD","Anatol Gobjila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97.480",9.748,0,9.748,"  NA","97.480",0,0,0,9.748,9.748,0,0,10,10,NA,NA,NA
NA,"ECCEE-ECA","FY12","","Assessed","P118518","AG COMPETITIVENESS","Planet",NA,"A","000108845 | Anatol Gobjila ~",0,0,"Moldova","","Agriculture and Food","Investment","No","Holger A. Kray","ECA","ECCEE","SCAAG","Agriculture and Food PG ECA","Anatol Gobjila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.530",0,5.1354,5.1354,"  NA","28.530",0,0,0,0,5.1354,5.1354,0,18,18,NA,NA,NA
NA,"ECCEE-ECA","FY11","","Assessed","P115634","DISASTER & CLIMATE RISK MGT","Planet",NA,"A","000108845 | Anatol Gobjila ~",0,0,"Moldova","","Social Urban Rural and Resilience","Investment","No","Peter D. Ellis","ECA","ECCEE","IECUR","Infrastructure - ECA Urban","Anatol Gobjila",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",10,0,10,"  NA","100.000",0,0,0,10,10,0,0,10,10,NA,NA,NA
NA,"ECCEE-ECA","FY21","Bank Approved","Assessed","P171284","Third Additional Financing for the Agriculture Competitiveness Project","Planet","2020-07-30","A","000108845 | Anatol Gobjila ~",0,0,"Moldova","Firm","Agriculture and Food","IPF","No","Holger A. Kray","ECA","ECCEE","SCAAG","Agriculture and Food PG ECA","Anatol Gobjila","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"50.000",0,7.5,7.5,"  NA","50.000",0,0,0,0,7.5,7.5,0,15,15,NA,NA,NA
NA,"ECCEE-ECA","FY21","Bank Approved","Assessed","P172348","Eastern Ukraine: Reconnect, Recover, Revitalize (3R) Project","Planet","2020-11-06","A","000199601 | Erik Caldwell Johnson ~ 000440783 | Yevhen Bulakh",0,0,"Ukraine","Firm","Social Sustainability and Inclusion","IPF","No","Gayane Minasyan","ECA","ECCEE","SCAEO","ECA ESF Ops Unit","Erik Caldwell Johnson","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"21.810",19.24,2.57,21.81,"21.810","  NA",19.24,21.81,2.57,0,0,0,100,0,100,NA,NA,NA
NA,"ECCEE-ECA","FY22","Bank Approved","Assessed","P173076","Moldova Water Security and Sanitation Project","Planet","2022-01-31","A","000253071 | Stjepan Gabric ~ 000541926 | Raimund Mair",0,0,"Moldova","Firm","Water","IPF","No","Winston Yu","ECA","ECCEE","SCAWA","Water Europe and Central Asia","Stjepan Gabric","Yes","Yes","Number of households with increased resilience to droughts resulting from a functional connection to a safely managed water supply service (Number) [Disaggregate indicator of ""Number of households with a functional connection to a safely managed water supply service (Number)""]","Yes","Y","26","174,862","-345.1923077","-8,975","GHG data finalized","35.960",17.98,0,17.98,"  NA","35.960",0,0,0,17.98,17.98,0,0,50,50,NA,NA,NA
NA,"ECCEE-ECA","FY18","Bank Approved","Assessed","P148537","Modernization of Government Services in the Republic of Moldova","Prosperity","2017-08-22","A","000413319 | Constantin Rusu ~ 000258748 | Maria Claudia Pachon",0,0,"Moldova","Firm","Governance","Investment","No","Isabel Neto","ECA","ECCEE","DCADU","Digital - ECA","Constantin Rusu","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"0.000","0.000",0,0,0,0,0,0,5,15,20,NA,NA,NA
NA,"ECCEE-ECA","FY18","Bank Approved","Assessed","P152276","Belarus MSME Access to Finance Project","Prosperity","2017-09-28","A","000463655 | Natalie Nicolaou ~",0,0,"Belarus","Firm","Finance Competitiveness and Innovation","Investment","No","Mario Guadamillas","ECA","ECCEE","EECF2","Prosperity-ECA-FCI Finance-2","Natalie Nicolaou","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.102",0,0.061,0.061,"0.102","  NA",0,0.061,0.061,0,0,0,60,0,60,NA,NA,NA
NA,"ECCEE-ECA","FY20","Bank Approved","Assessed","P172597","Economic Recovery Development Policy Loan","Prosperity","2020-06-26","A","000112513 | Karlis Smits ~",0,0,"Ukraine","Firm","Macroeconomics Trade and Investment","DPO","No","Emilia Skrok","ECA","ECCEE","EECM2","Prosperity-ECA-Econ Policy-Mac-2","Karlis Smits","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.857",5,5,10,"2.857","  NA",5,10,5,0,0,0,350,0,350,NA,NA,NA
NA,"ECCEE-ECA","FY19","Bank Approved","Assessed","P156963","Moldova Economic Governance DPO1","Prosperity","2018-07-05","A","000529083 | Natasha Rovo ~",0,0,"Moldova","Firm","Macroeconomics Trade and Investment","DPO","No","Emilia Skrok","ECA","ECCEE","EECM2","Prosperity-ECA-Econ Policy-Mac-2","Natasha Rovo","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12.500",3.75,0,3.75,"  NA","12.500",0,0,0,3.75,3.75,0,0,30,30,NA,NA,NA
NA,"ECCEE-ECA","FY19","Bank Approved","Assessed","P164414","Ukraine Policy Based Guarantee","Prosperity","2018-12-18","A","000154302 | Faruk Khan ~",0,0,"Ukraine","Firm","Macroeconomics Trade and Investment","DPO","No","Emilia Skrok","ECA","ECCEE","EECM2","Prosperity-ECA-Econ Policy-Mac-2","Faruk Khan","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.250",0,234.375,234.375,"31.250","  NA",0,234.375,234.375,0,0,0,750,0,750,NA,NA,NA
